Lake_Size_km2,Water_Level_m,Air_Temperature_C,Flow_Rate_m3_per_s,Ground_Movement_mm,Dam_Pressure_MPa,Precipitation_mm,Sensor_Accuracy_%,Lake_Perimeter_Change_m,Snowpack_Thickness_m,Soil_Moisture_Content_%,Solar_Radiation_W_per_m2,Water_Temperature_C,Water_Turbidity_NTU,Wind_Speed_m_per_s,Rainfall_mm,Snowfall_mm,Month,Day,GLOF_Occurred
190.39735882944444,106.04612277000477,22.849923994548668,67.43301115349566,29.89120412044165,8.472365776964198,74.15552031175953,85.59725543269793,409.08222623360564,2.631477472862058,50.65453303923907,106.00632765869489,6.297539721135797,41.38974473022584,2.566397427414693,13.842335469489143,93.01030302069914,Mar,Wed,0
475.6035816729085,99.9368144347105,-1.6969601980579796,51.33632081807738,9.481777516205803,4.945170437193704,88.11018750963169,96.59906467547222,72.6348811920277,2.7215173203538803,46.88801546947289,207.93009206243153,10.39725905977256,5.529293781666322,15.49445826745551,117.13934969850277,60.59453551461468,Nov,Thu,0
367.33700119664553,76.42308687542901,5.5987862466448775,96.80486723775468,12.635922497221596,1.9546561063218582,46.317987537900095,88.4903061516317,473.23189765263254,1.1351169652663213,34.57258647223343,677.1198576320188,11.153863273961498,62.959152944188,12.316248637988751,159.77374810760568,33.34154995152234,Sep,Sat,0
301.3359496775331,141.0900005152232,19.84762865860182,29.708060588581436,18.06711281809218,7.366417866100926,28.91787316734076,88.97512310098216,421.6120576232704,0.6948921670533871,44.524886052727716,1422.0199077463863,10.077052711579594,21.104312375844223,12.948860343065501,152.89461895801756,88.25230835514878,Dec,Mon,0
82.22922701900607,121.49362407629434,11.694020503601596,62.90707743990466,20.365333436494836,4.186781356832957,31.88465743554615,88.16743389688412,459.4266491166679,0.574983152572284,35.55676448144472,158.57884912191344,10.175972155660036,33.94883154214361,4.914537283708318,167.4792416597334,61.88028963885455,Jan,Sat,0
82.21728756642031,179.85514884860055,23.23569673857022,73.01890134912003,24.226180921054407,5.946274834524972,69.69482583643939,96.76117537310746,142.8222034558564,2.6458592870833186,56.05519348347067,1095.9093683176682,6.623838538717662,17.957495867160723,12.17257183317164,195.8916177594321,38.90982454499425,Mar,Thu,1
33.751388023258734,54.81643707230874,33.25435555502869,84.30080404108435,25.54600289634944,1.0726529017393882,56.75580339914962,98.70462793568824,167.7849695732272,0.6936675675614817,68.45207554622877,785.635142452938,10.985745670400195,74.29814770458412,14.97885305833237,199.16379881029457,71.30661073142642,Dec,Mon,0
433.7571921585929,146.58018913326896,-4.755399052816113,46.62739273852064,45.57163454875359,6.315839895159923,48.64941309772571,95.5726131130205,234.9627172721045,1.592517140407553,65.082610578939,449.9747480636134,14.767813464526434,55.29146257486356,6.20925239187291,82.09357031947069,85.85100146390234,Sep,Sat,0
302.5519308128884,164.44233177673416,21.93054723791274,71.82297168917333,50.95731908260412,3.735504889451243,20.277407877617403,96.53009004656866,112.10033328862423,0.9952178492358896,33.84846963603951,509.53164770567696,14.758194562719392,19.839586610372272,18.939676030850247,100.4190112077417,2.290975584533683,Sep,Tue,0
355.49592600904253,163.92298537824604,0.3654870034451534,37.28813242458545,30.887920812635596,3.3418974971849447,87.54556874989034,93.68700644727073,232.7112945094955,1.4968063149294524,45.65936456943363,83.14830674113855,8.491441548021932,19.72439447256442,7.527462689456749,99.6366222570836,29.70757644906502,Aug,Mon,0
15.189324676422212,182.91109506432878,8.651452733340616,49.192848312563825,90.72964199207281,9.799155787778012,78.1020447507406,92.4028487175507,4.600842787963966,1.037301055122608,10.745940954576309,1065.600106950842,12.284499726039014,22.726567236736383,7.178191518198174,128.4105763257159,22.245165023802482,Feb,Sun,1
485.1053768201872,159.3550614244241,-8.521177339218708,90.60644180830593,55.31397233389546,4.3243064276024725,14.06386017392296,95.10209206706722,438.7682855023417,0.8788461481990889,70.91946974570484,195.5998099407258,9.41571863994591,95.86474481073688,7.703277207317917,49.138125127496956,32.07957926333116,Sep,Sat,0
417.05910719620874,189.17150924715443,-3.8841677968285477,95.49168483978589,78.74769280334067,6.780383781157342,36.73884546021367,85.50068030328708,81.1470200760091,1.2819690038375267,27.177707809635955,100.30938280568321,6.377600827159772,47.440260868609016,18.061106977625208,154.51646938491038,83.67482513651218,Sep,Wed,0
110.1078597857467,99.89848997313372,4.389978007200487,74.69356122345383,92.42378324208434,6.277275355738411,54.213209363889135,85.85960735844755,250.42391445422578,0.9987766101580696,40.876404589996085,729.0540107975576,12.403794455055767,92.93764338616988,6.142188403460159,25.336309549666346,41.8998481964266,Oct,Wed,0
95.00335876751481,125.48141251273147,5.3893612379593225,43.69167016985665,16.31351145758052,1.0430355088515764,45.4338622771532,94.62182884006657,464.41324636412537,2.519073913728593,20.678531151326375,742.1460438216282,8.440420724042266,99.14599823957083,12.272732883628095,190.23975141072322,33.92205383273927,Feb,Tue,0
95.78523237744974,52.1119494924336,30.48133474079431,83.80520109771976,42.78744837156345,7.479275370643162,39.77958387377384,89.69097950421882,410.4912713058032,1.7419698310447673,57.46760006959707,999.3569136868346,12.60928538384301,50.994075832683116,5.278370701262018,24.947953485940168,57.80353658432489,Nov,Fri,0
155.5999102649712,51.043638095493684,23.38158091699318,12.328037355287815,43.32104017146088,3.2315920343357654,71.88318975605293,91.84368099027584,388.06228902616215,0.5285010826183304,48.17083596832856,1074.3346991309522,8.79376692895391,8.517147839672168,15.516536245463312,148.53303696257504,25.566442452762793,Sep,Mon,0
